edge_type1	edge_type2	percentage of overlapping predicted edges
Hetionet::GiG::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.0
Hetionet::GiG::Gene:Gene	Hetionet::GpPW::Gene:Pathway	0.0
Hetionet::GiG::Gene:Gene	Hetionet::CdG::Compound:Gene	0.0
Hetionet::GiG::Gene:Gene	Hetionet::AuG::Anatomy:Gene	0.0
Hetionet::GiG::Gene:Gene	Hetionet::CuG::Compound:Gene	0.0
Hetionet::GiG::Gene:Gene	Hetionet::CbG::Compound:Gene	0.0
GNBR::E::Gene:Gene	INTACT::ASSOCIATION::Compound:Gene	0.0
GNBR::E::Gene:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.0
GNBR::E::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.0
GNBR::E::Gene:Gene	Hetionet::AeG::Anatomy:Gene	0.0
GNBR::E::Gene:Gene	Hetionet::GpPW::Gene:Pathway	0.0
GNBR::E::Gene:Gene	Hetionet::CdG::Compound:Gene	0.0
GNBR::E::Gene:Gene	Hetionet::AuG::Anatomy:Gene	0.0
GNBR::E::Gene:Gene	Hetionet::AdG::Anatomy:Gene	0.0
GNBR::E::Gene:Gene	Hetionet::CuG::Compound:Gene	0.0
GNBR::E::Gene:Gene	Hetionet::CbG::Compound:Gene	0.0
GNBR::W::Gene:Gene	INTACT::ASSOCIATION::Compound:Gene	0.0
GNBR::W::Gene:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.0
GNBR::W::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.0
GNBR::W::Gene:Gene	Hetionet::AeG::Anatomy:Gene	0.0
GNBR::W::Gene:Gene	Hetionet::GpPW::Gene:Pathway	0.0
GNBR::W::Gene:Gene	Hetionet::CdG::Compound:Gene	0.0
GNBR::W::Gene:Gene	Hetionet::AuG::Anatomy:Gene	0.0
GNBR::W::Gene:Gene	Hetionet::AdG::Anatomy:Gene	0.0
GNBR::W::Gene:Gene	Hetionet::CuG::Compound:Gene	0.0
GNBR::W::Gene:Gene	Hetionet::CbG::Compound:Gene	0.0
GNBR::H::Gene:Gene	INTACT::ASSOCIATION::Compound:Gene	0.0
GNBR::H::Gene:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.0
GNBR::H::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.0
GNBR::H::Gene:Gene	Hetionet::AeG::Anatomy:Gene	0.0
GNBR::H::Gene:Gene	Hetionet::GpPW::Gene:Pathway	0.0
GNBR::H::Gene:Gene	Hetionet::CdG::Compound:Gene	0.0
GNBR::H::Gene:Gene	Hetionet::AuG::Anatomy:Gene	0.0
GNBR::H::Gene:Gene	Hetionet::AdG::Anatomy:Gene	0.0
GNBR::H::Gene:Gene	Hetionet::CuG::Compound:Gene	0.0
GNBR::H::Gene:Gene	Hetionet::CbG::Compound:Gene	0.0
GNBR::E+::Gene:Gene	INTACT::ASSOCIATION::Compound:Gene	0.0
GNBR::E+::Gene:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.0
GNBR::E+::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.0
GNBR::E+::Gene:Gene	Hetionet::AeG::Anatomy:Gene	0.0
GNBR::E+::Gene:Gene	Hetionet::GpPW::Gene:Pathway	0.0
GNBR::E+::Gene:Gene	Hetionet::CdG::Compound:Gene	0.0
GNBR::E+::Gene:Gene	Hetionet::AuG::Anatomy:Gene	0.0
GNBR::E+::Gene:Gene	Hetionet::AdG::Anatomy:Gene	0.0
GNBR::E+::Gene:Gene	Hetionet::CuG::Compound:Gene	0.0
GNBR::E+::Gene:Gene	Hetionet::CbG::Compound:Gene	0.0
GNBR::I::Gene:Gene	INTACT::ASSOCIATION::Compound:Gene	0.0
GNBR::I::Gene:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.0
GNBR::I::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.0
GNBR::I::Gene:Gene	Hetionet::AeG::Anatomy:Gene	0.0
GNBR::I::Gene:Gene	Hetionet::GpPW::Gene:Pathway	0.0
GNBR::I::Gene:Gene	Hetionet::CdG::Compound:Gene	0.0
GNBR::I::Gene:Gene	Hetionet::AdG::Anatomy:Gene	0.0
GNBR::I::Gene:Gene	Hetionet::CuG::Compound:Gene	0.0
GNBR::I::Gene:Gene	Hetionet::CbG::Compound:Gene	0.0
GNBR::B::Gene:Gene	INTACT::ASSOCIATION::Compound:Gene	0.0
GNBR::B::Gene:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.0
GNBR::B::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.0
GNBR::B::Gene:Gene	Hetionet::AeG::Anatomy:Gene	0.0
GNBR::B::Gene:Gene	Hetionet::GpPW::Gene:Pathway	0.0
GNBR::B::Gene:Gene	Hetionet::CdG::Compound:Gene	0.0
GNBR::B::Gene:Gene	Hetionet::AuG::Anatomy:Gene	0.0
GNBR::B::Gene:Gene	Hetionet::AdG::Anatomy:Gene	0.0
GNBR::B::Gene:Gene	Hetionet::CuG::Compound:Gene	0.0
GNBR::B::Gene:Gene	Hetionet::CbG::Compound:Gene	0.0
GNBR::Rg::Gene:Gene	INTACT::ASSOCIATION::Compound:Gene	0.0
GNBR::Rg::Gene:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.0
GNBR::Rg::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.0
GNBR::Rg::Gene:Gene	Hetionet::AeG::Anatomy:Gene	0.0
GNBR::Rg::Gene:Gene	Hetionet::GpPW::Gene:Pathway	0.0
GNBR::Rg::Gene:Gene	Hetionet::CdG::Compound:Gene	0.0
GNBR::Rg::Gene:Gene	Hetionet::AuG::Anatomy:Gene	0.0
GNBR::Rg::Gene:Gene	Hetionet::AdG::Anatomy:Gene	0.0
GNBR::Rg::Gene:Gene	Hetionet::CuG::Compound:Gene	0.0
GNBR::Rg::Gene:Gene	Hetionet::CbG::Compound:Gene	0.0
GNBR::Q::Gene:Gene	INTACT::ASSOCIATION::Compound:Gene	0.0
GNBR::Q::Gene:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.0
GNBR::Q::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.0
GNBR::Q::Gene:Gene	Hetionet::AeG::Anatomy:Gene	0.0
GNBR::Q::Gene:Gene	Hetionet::GpPW::Gene:Pathway	0.0
GNBR::Q::Gene:Gene	Hetionet::CdG::Compound:Gene	0.0
GNBR::Q::Gene:Gene	Hetionet::AuG::Anatomy:Gene	0.0
GNBR::Q::Gene:Gene	Hetionet::AdG::Anatomy:Gene	0.0
GNBR::Q::Gene:Gene	Hetionet::CuG::Compound:Gene	0.0
GNBR::Q::Gene:Gene	Hetionet::CbG::Compound:Gene	0.0
GNBR::V+::Gene:Gene	INTACT::ASSOCIATION::Compound:Gene	0.0
GNBR::V+::Gene:Gene	INTACT::DIRECT INTERACTION::Compound:Gene	0.0
GNBR::V+::Gene:Gene	INTACT::PHYSICAL ASSOCIATION::Compound:Gene	0.0
GNBR::V+::Gene:Gene	Hetionet::AeG::Anatomy:Gene	0.0
GNBR::V+::Gene:Gene	Hetionet::GpPW::Gene:Pathway	0.0
GNBR::V+::Gene:Gene	Hetionet::CdG::Compound:Gene	0.0
GNBR::V+::Gene:Gene	Hetionet::AuG::Anatomy:Gene	0.0
GNBR::V+::Gene:Gene	Hetionet::AdG::Anatomy:Gene	0.0
GNBR::V+::Gene:Gene	Hetionet::CuG::Compound:Gene	0.0
GNBR::V+::Gene:Gene	Hetionet::CbG::Compound:Gene	0.0
GNBR::Z::Compound:Gene	STRING::EXPRESSION::Gene:Gene	0.0
GNBR::Z::Compound:Gene	STRING::OTHER::Gene:Gene	0.0
GNBR::Z::Compound:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.0
GNBR::Z::Compound:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.0
GNBR::Z::Compound:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.0
GNBR::Z::Compound:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.0
GNBR::Z::Compound:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.0
GNBR::Z::Compound:Gene	INTACT::DEPHOSPHORYLATION REACTION::Gene:Gene	0.0
GNBR::Z::Compound:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.0
GNBR::Z::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.0
GNBR::Z::Compound:Gene	INTACT::ASSOCIATION::Gene:Gene	0.0
GNBR::Z::Compound:Gene	Hetionet::Gr>G::Gene:Gene	0.0
GNBR::Z::Compound:Gene	Hetionet::CrC::Compound:Compound	0.0
GNBR::Z::Compound:Gene	Hetionet::GiG::Gene:Gene	0.0
GNBR::Z::Compound:Gene	GNBR::E::Gene:Gene	0.0
GNBR::Z::Compound:Gene	GNBR::W::Gene:Gene	0.0
GNBR::Z::Compound:Gene	GNBR::H::Gene:Gene	0.0
GNBR::Z::Compound:Gene	GNBR::E+::Gene:Gene	0.0
GNBR::Z::Compound:Gene	GNBR::I::Gene:Gene	0.0
GNBR::Z::Compound:Gene	GNBR::B::Gene:Gene	0.0
GNBR::Z::Compound:Gene	GNBR::Rg::Gene:Gene	0.0
GNBR::Z::Compound:Gene	GNBR::Q::Gene:Gene	0.0
GNBR::Z::Compound:Gene	GNBR::V+::Gene:Gene	0.0
GNBR::O::Compound:Gene	STRING::EXPRESSION::Gene:Gene	0.0
GNBR::O::Compound:Gene	STRING::OTHER::Gene:Gene	0.0
GNBR::O::Compound:Gene	STRING::INHIBITION::Gene:Gene	0.0
GNBR::O::Compound:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.0
GNBR::O::Compound:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.0
GNBR::O::Compound:Gene	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.0
GNBR::O::Compound:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.0
GNBR::O::Compound:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.0
GNBR::O::Compound:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.0
GNBR::O::Compound:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.0
GNBR::O::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.0
GNBR::O::Compound:Gene	INTACT::ASSOCIATION::Gene:Gene	0.0
GNBR::O::Compound:Gene	Hetionet::Gr>G::Gene:Gene	0.0
GNBR::O::Compound:Gene	Hetionet::GcG::Gene:Gene	0.0
GNBR::O::Compound:Gene	Hetionet::CrC::Compound:Compound	0.0
GNBR::O::Compound:Gene	Hetionet::GiG::Gene:Gene	0.0
GNBR::O::Compound:Gene	GNBR::E::Gene:Gene	0.0
GNBR::O::Compound:Gene	GNBR::W::Gene:Gene	0.0
GNBR::O::Compound:Gene	GNBR::H::Gene:Gene	0.0
GNBR::O::Compound:Gene	GNBR::E+::Gene:Gene	0.0
GNBR::O::Compound:Gene	GNBR::I::Gene:Gene	0.0
GNBR::O::Compound:Gene	GNBR::B::Gene:Gene	0.0
GNBR::O::Compound:Gene	GNBR::Rg::Gene:Gene	0.0
GNBR::O::Compound:Gene	GNBR::Q::Gene:Gene	0.0
GNBR::O::Compound:Gene	GNBR::V+::Gene:Gene	0.0
GNBR::E-::Compound:Gene	STRING::EXPRESSION::Gene:Gene	0.0
GNBR::E-::Compound:Gene	STRING::OTHER::Gene:Gene	0.0
GNBR::E-::Compound:Gene	STRING::INHIBITION::Gene:Gene	0.0
GNBR::E-::Compound:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.0
GNBR::E-::Compound:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.0
GNBR::E-::Compound:Gene	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.0
GNBR::E-::Compound:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.0
GNBR::E-::Compound:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.0
GNBR::E-::Compound:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.0
GNBR::E-::Compound:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.0
GNBR::E-::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.0
GNBR::E-::Compound:Gene	INTACT::ASSOCIATION::Gene:Gene	0.0
GNBR::E-::Compound:Gene	Hetionet::Gr>G::Gene:Gene	0.0
GNBR::E-::Compound:Gene	Hetionet::GcG::Gene:Gene	0.0
GNBR::E-::Compound:Gene	Hetionet::CrC::Compound:Compound	0.0
GNBR::E-::Compound:Gene	Hetionet::GiG::Gene:Gene	0.0
GNBR::E-::Compound:Gene	GNBR::E::Gene:Gene	0.0
GNBR::E-::Compound:Gene	GNBR::W::Gene:Gene	0.0
GNBR::E-::Compound:Gene	GNBR::H::Gene:Gene	0.0
GNBR::E-::Compound:Gene	GNBR::E+::Gene:Gene	0.0
GNBR::E-::Compound:Gene	GNBR::I::Gene:Gene	0.0
GNBR::E-::Compound:Gene	GNBR::B::Gene:Gene	0.0
GNBR::E-::Compound:Gene	GNBR::Rg::Gene:Gene	0.0
GNBR::E-::Compound:Gene	GNBR::Q::Gene:Gene	0.0
GNBR::E-::Compound:Gene	GNBR::V+::Gene:Gene	0.0
GNBR::B::Compound:Gene	STRING::EXPRESSION::Gene:Gene	0.0
GNBR::B::Compound:Gene	STRING::OTHER::Gene:Gene	0.0
GNBR::B::Compound:Gene	STRING::INHIBITION::Gene:Gene	0.0
GNBR::B::Compound:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.0
GNBR::B::Compound:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.0
GNBR::B::Compound:Gene	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.0
GNBR::B::Compound:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.0
GNBR::B::Compound:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.0
GNBR::B::Compound:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.0
GNBR::B::Compound:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.0
GNBR::B::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.0
GNBR::B::Compound:Gene	INTACT::ASSOCIATION::Gene:Gene	0.0
GNBR::B::Compound:Gene	Hetionet::Gr>G::Gene:Gene	0.0
GNBR::B::Compound:Gene	Hetionet::GcG::Gene:Gene	0.0
GNBR::B::Compound:Gene	Hetionet::CrC::Compound:Compound	0.0
GNBR::B::Compound:Gene	Hetionet::GiG::Gene:Gene	0.0
GNBR::B::Compound:Gene	GNBR::E::Gene:Gene	0.0
GNBR::B::Compound:Gene	GNBR::W::Gene:Gene	0.0
GNBR::B::Compound:Gene	GNBR::H::Gene:Gene	0.0
GNBR::B::Compound:Gene	GNBR::E+::Gene:Gene	0.0
GNBR::B::Compound:Gene	GNBR::I::Gene:Gene	0.0
GNBR::B::Compound:Gene	GNBR::B::Gene:Gene	0.0
GNBR::B::Compound:Gene	GNBR::Rg::Gene:Gene	0.0
GNBR::B::Compound:Gene	GNBR::Q::Gene:Gene	0.0
GNBR::B::Compound:Gene	GNBR::V+::Gene:Gene	0.0
GNBR::E+::Compound:Gene	STRING::EXPRESSION::Gene:Gene	0.0
GNBR::E+::Compound:Gene	STRING::BINDING::Gene:Gene	0.0
GNBR::E+::Compound:Gene	STRING::OTHER::Gene:Gene	0.0
GNBR::E+::Compound:Gene	STRING::INHIBITION::Gene:Gene	0.0
GNBR::E+::Compound:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.0
GNBR::E+::Compound:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.0
GNBR::E+::Compound:Gene	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.0
GNBR::E+::Compound:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.0
GNBR::E+::Compound:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.0
GNBR::E+::Compound:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.0
GNBR::E+::Compound:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.0
GNBR::E+::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.0
GNBR::E+::Compound:Gene	INTACT::ASSOCIATION::Gene:Gene	0.0
GNBR::E+::Compound:Gene	Hetionet::Gr>G::Gene:Gene	0.0
GNBR::E+::Compound:Gene	Hetionet::GcG::Gene:Gene	0.0
GNBR::E+::Compound:Gene	Hetionet::CrC::Compound:Compound	0.0
GNBR::E+::Compound:Gene	Hetionet::GiG::Gene:Gene	0.0
GNBR::E+::Compound:Gene	GNBR::E::Gene:Gene	0.0
GNBR::E+::Compound:Gene	GNBR::W::Gene:Gene	0.0
GNBR::E+::Compound:Gene	GNBR::H::Gene:Gene	0.0
GNBR::E+::Compound:Gene	GNBR::E+::Gene:Gene	0.0
GNBR::E+::Compound:Gene	GNBR::I::Gene:Gene	0.0
GNBR::E+::Compound:Gene	GNBR::B::Gene:Gene	0.0
GNBR::E+::Compound:Gene	GNBR::Rg::Gene:Gene	0.0
GNBR::E+::Compound:Gene	GNBR::Q::Gene:Gene	0.0
GNBR::E+::Compound:Gene	GNBR::V+::Gene:Gene	0.0
GNBR::A-::Compound:Gene	STRING::EXPRESSION::Gene:Gene	0.0
GNBR::A-::Compound:Gene	STRING::OTHER::Gene:Gene	0.0
GNBR::A-::Compound:Gene	STRING::INHIBITION::Gene:Gene	0.0
GNBR::A-::Compound:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.0
GNBR::A-::Compound:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.0
GNBR::A-::Compound:Gene	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.0
GNBR::A-::Compound:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.0
GNBR::A-::Compound:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.0
GNBR::A-::Compound:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.0
GNBR::A-::Compound:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.0
GNBR::A-::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.0
GNBR::A-::Compound:Gene	INTACT::ASSOCIATION::Gene:Gene	0.0
GNBR::A-::Compound:Gene	Hetionet::Gr>G::Gene:Gene	0.0
GNBR::A-::Compound:Gene	Hetionet::GcG::Gene:Gene	0.0
GNBR::A-::Compound:Gene	Hetionet::CrC::Compound:Compound	0.0
GNBR::A-::Compound:Gene	Hetionet::GiG::Gene:Gene	0.0
GNBR::A-::Compound:Gene	GNBR::E::Gene:Gene	0.0
GNBR::A-::Compound:Gene	GNBR::W::Gene:Gene	0.0
GNBR::A-::Compound:Gene	GNBR::H::Gene:Gene	0.0
GNBR::A-::Compound:Gene	GNBR::E+::Gene:Gene	0.0
GNBR::A-::Compound:Gene	GNBR::I::Gene:Gene	0.0
GNBR::A-::Compound:Gene	GNBR::B::Gene:Gene	0.0
GNBR::A-::Compound:Gene	GNBR::Rg::Gene:Gene	0.0
GNBR::A-::Compound:Gene	GNBR::Q::Gene:Gene	0.0
GNBR::A-::Compound:Gene	GNBR::V+::Gene:Gene	0.0
GNBR::K::Compound:Gene	STRING::EXPRESSION::Gene:Gene	0.0
GNBR::K::Compound:Gene	STRING::OTHER::Gene:Gene	0.0
GNBR::K::Compound:Gene	STRING::INHIBITION::Gene:Gene	0.0
GNBR::K::Compound:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.0
GNBR::K::Compound:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.0
GNBR::K::Compound:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.0
GNBR::K::Compound:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.0
GNBR::K::Compound:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.0
GNBR::K::Compound:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.0
GNBR::K::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.0
GNBR::K::Compound:Gene	INTACT::ASSOCIATION::Gene:Gene	0.0
GNBR::K::Compound:Gene	Hetionet::Gr>G::Gene:Gene	0.0
GNBR::K::Compound:Gene	Hetionet::GcG::Gene:Gene	0.0
GNBR::K::Compound:Gene	Hetionet::CrC::Compound:Compound	0.0
GNBR::K::Compound:Gene	Hetionet::GiG::Gene:Gene	0.0
GNBR::K::Compound:Gene	GNBR::E::Gene:Gene	0.0
GNBR::K::Compound:Gene	GNBR::W::Gene:Gene	0.0
GNBR::K::Compound:Gene	GNBR::H::Gene:Gene	0.0
GNBR::K::Compound:Gene	GNBR::E+::Gene:Gene	0.0
GNBR::K::Compound:Gene	GNBR::I::Gene:Gene	0.0
GNBR::K::Compound:Gene	GNBR::B::Gene:Gene	0.0
GNBR::K::Compound:Gene	GNBR::Rg::Gene:Gene	0.0
GNBR::K::Compound:Gene	GNBR::Q::Gene:Gene	0.0
GNBR::K::Compound:Gene	GNBR::V+::Gene:Gene	0.0
GNBR::N::Compound:Gene	STRING::EXPRESSION::Gene:Gene	0.0
GNBR::N::Compound:Gene	STRING::OTHER::Gene:Gene	0.0
GNBR::N::Compound:Gene	STRING::INHIBITION::Gene:Gene	0.0
GNBR::N::Compound:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.0
GNBR::N::Compound:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.0
GNBR::N::Compound:Gene	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.0
GNBR::N::Compound:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.0
GNBR::N::Compound:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.0
GNBR::N::Compound:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.0
GNBR::N::Compound:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.0
GNBR::N::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.0
GNBR::N::Compound:Gene	INTACT::ASSOCIATION::Gene:Gene	0.0
GNBR::N::Compound:Gene	Hetionet::Gr>G::Gene:Gene	0.0
GNBR::N::Compound:Gene	Hetionet::GcG::Gene:Gene	0.0
GNBR::N::Compound:Gene	Hetionet::CrC::Compound:Compound	0.0
GNBR::N::Compound:Gene	Hetionet::GiG::Gene:Gene	0.0
GNBR::N::Compound:Gene	GNBR::E::Gene:Gene	0.0
GNBR::N::Compound:Gene	GNBR::W::Gene:Gene	0.0
GNBR::N::Compound:Gene	GNBR::H::Gene:Gene	0.0
GNBR::N::Compound:Gene	GNBR::E+::Gene:Gene	0.0
GNBR::N::Compound:Gene	GNBR::I::Gene:Gene	0.0
GNBR::N::Compound:Gene	GNBR::B::Gene:Gene	0.0
GNBR::N::Compound:Gene	GNBR::Rg::Gene:Gene	0.0
GNBR::N::Compound:Gene	GNBR::Q::Gene:Gene	0.0
GNBR::N::Compound:Gene	GNBR::V+::Gene:Gene	0.0
GNBR::A+::Compound:Gene	STRING::EXPRESSION::Gene:Gene	0.0
GNBR::A+::Compound:Gene	STRING::OTHER::Gene:Gene	0.0
GNBR::A+::Compound:Gene	STRING::INHIBITION::Gene:Gene	0.0
GNBR::A+::Compound:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.0
GNBR::A+::Compound:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.0
GNBR::A+::Compound:Gene	INTACT::ADP RIBOSYLATION REACTION::Gene:Gene	0.0
GNBR::A+::Compound:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.0
GNBR::A+::Compound:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.0
GNBR::A+::Compound:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.0
GNBR::A+::Compound:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.0
GNBR::A+::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.0
GNBR::A+::Compound:Gene	INTACT::ASSOCIATION::Gene:Gene	0.0
GNBR::A+::Compound:Gene	Hetionet::Gr>G::Gene:Gene	0.0
GNBR::A+::Compound:Gene	Hetionet::GcG::Gene:Gene	0.0
GNBR::A+::Compound:Gene	Hetionet::CrC::Compound:Compound	0.0
GNBR::A+::Compound:Gene	Hetionet::GiG::Gene:Gene	0.0
GNBR::A+::Compound:Gene	GNBR::E::Gene:Gene	0.0
GNBR::A+::Compound:Gene	GNBR::W::Gene:Gene	0.0
GNBR::A+::Compound:Gene	GNBR::H::Gene:Gene	0.0
GNBR::A+::Compound:Gene	GNBR::E+::Gene:Gene	0.0
GNBR::A+::Compound:Gene	GNBR::I::Gene:Gene	0.0
GNBR::A+::Compound:Gene	GNBR::B::Gene:Gene	0.0
GNBR::A+::Compound:Gene	GNBR::Rg::Gene:Gene	0.0
GNBR::A+::Compound:Gene	GNBR::Q::Gene:Gene	0.0
GNBR::A+::Compound:Gene	GNBR::V+::Gene:Gene	0.0
GNBR::E::Compound:Gene	STRING::EXPRESSION::Gene:Gene	0.0
GNBR::E::Compound:Gene	STRING::OTHER::Gene:Gene	0.0
GNBR::E::Compound:Gene	STRING::INHIBITION::Gene:Gene	0.0
GNBR::E::Compound:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.0
GNBR::E::Compound:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.0
GNBR::E::Compound:Gene	INTACT::PHOSPHORYLATION REACTION::Gene:Gene	0.0
GNBR::E::Compound:Gene	INTACT::DIRECT INTERACTION::Gene:Gene	0.0
GNBR::E::Compound:Gene	INTACT::CLEAVAGE REACTION::Gene:Gene	0.0
GNBR::E::Compound:Gene	INTACT::COLOCALIZATION::Gene:Gene	0.0
GNBR::E::Compound:Gene	INTACT::PHYSICAL ASSOCIATION::Gene:Gene	0.0
GNBR::E::Compound:Gene	INTACT::ASSOCIATION::Gene:Gene	0.0
GNBR::E::Compound:Gene	Hetionet::Gr>G::Gene:Gene	0.0
GNBR::E::Compound:Gene	Hetionet::GcG::Gene:Gene	0.0
GNBR::E::Compound:Gene	Hetionet::CrC::Compound:Compound	0.0
GNBR::E::Compound:Gene	Hetionet::GiG::Gene:Gene	0.0
GNBR::E::Compound:Gene	GNBR::E::Gene:Gene	0.0
GNBR::E::Compound:Gene	GNBR::W::Gene:Gene	0.0
GNBR::E::Compound:Gene	GNBR::H::Gene:Gene	0.0
GNBR::E::Compound:Gene	GNBR::E+::Gene:Gene	0.0
GNBR::E::Compound:Gene	GNBR::I::Gene:Gene	0.0
GNBR::E::Compound:Gene	GNBR::B::Gene:Gene	0.0
GNBR::E::Compound:Gene	GNBR::Rg::Gene:Gene	0.0
GNBR::E::Compound:Gene	GNBR::Q::Gene:Gene	0.0
GNBR::E::Compound:Gene	GNBR::V+::Gene:Gene	0.0
DRUGBANK::carrier::Compound:Gene	STRING::EXPRESSION::Gene:Gene	0.0
DRUGBANK::carrier::Compound:Gene	STRING::OTHER::Gene:Gene	0.0
DRUGBANK::carrier::Compound:Gene	STRING::INHIBITION::Gene:Gene	0.0
DRUGBANK::carrier::Compound:Gene	INTACT::PROTEIN CLEAVAGE::Gene:Gene	0.0
DRUGBANK::carrier::Compound:Gene	INTACT::UBIQUITINATION REACTION::Gene:Gene	0.0
